saul_sample,param,sample,date,time,tank_side,of_start,no_start,fps,adj_top_of,adj_top_no,adj_right_of,adj_right_no,of_end,no_end,assay,quadrant,intensity_floor,intensity_ceiling,area_floor,area_ceiling,bgsub,num_animals,cab_coords
20191114_1425_59-1_L_A__open_field__q3,default,20191114_1425_59-1_L_A,20191114,1425,L,1441,20255,30,-8,-8,-1,-1,19441,38255,open_field,q3,0,200,100,5000,True,2,Left
20191114_1425_59-1_L_A__open_field__q4,no_bg_sub_area_min_10,20191114_1425_59-1_L_A,20191114,1425,L,1441,20255,30,-8,-8,-1,-1,19441,38255,open_field,q4,0,170,10,5000,False,2,Right
20191114_1440_70-2_R_A__novel_object__q1,int_max_160_area_min_25,20191114_1440_70-2_R_A,20191114,1440,R,1678,20596,30,-1,-1,0,0,19678,38596,novel_object,q1,0,160,25,5000,True,2,Right
20191114_1440_70-2_R_A__novel_object__q2,int_max_160_area_min_25,20191114_1440_70-2_R_A,20191114,1440,R,1678,20596,30,-1,-1,0,0,19678,38596,novel_object,q2,0,160,25,5000,True,2,Left
20191114_1440_70-2_R_A__novel_object__q3,int_max_160_area_min_25,20191114_1440_70-2_R_A,20191114,1440,R,1678,20596,30,-1,-1,0,0,19678,38596,novel_object,q3,0,160,25,5000,True,2,Left
20191114_1440_70-2_R_A__novel_object__q4,int_max_150,20191114_1440_70-2_R_A,20191114,1440,R,1678,20596,30,-1,-1,0,0,19678,38596,novel_object,q4,0,150,100,5000,True,2,Left
20191114_1440_70-2_R_A__open_field__q1,no_bg_sub_area_min_10,20191114_1440_70-2_R_A,20191114,1440,R,1678,20596,30,-1,-1,0,0,19678,38596,open_field,q1,0,170,10,5000,False,2,Right
20191114_1440_70-2_R_A__open_field__q2,no_bg_sub_area_min_10,20191114_1440_70-2_R_A,20191114,1440,R,1678,20596,30,-1,-1,0,0,19678,38596,open_field,q2,0,170,10,5000,False,2,Right
20191114_1440_70-2_R_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191114_1440_70-2_R_A,20191114,1440,R,1678,20596,30,-1,-1,0,0,19678,38596,open_field,q3,0,150,10,5000,False,2,Top
20191114_1440_70-2_R_A__open_field__q4,no_bg_sub_area_min_10,20191114_1440_70-2_R_A,20191114,1440,R,1678,20596,30,-1,-1,0,0,19678,38596,open_field,q4,0,170,10,5000,False,2,Right
20191114_1455_69-1_L_A__novel_object__q1,int_max_160_area_min_25,20191114_1455_69-1_L_A,20191114,1455,L,1653,20467,29,-17,-17,-1,-1,19053,37867,novel_object,q1,0,160,25,5000,True,2,Top
20191114_1455_69-1_L_A__novel_object__q2,int_max_140,20191114_1455_69-1_L_A,20191114,1455,L,1653,20467,29,-17,-17,-1,-1,19053,37867,novel_object,q2,0,140,100,5000,True,2,Right
20191114_1455_69-1_L_A__novel_object__q3,int_max_140,20191114_1455_69-1_L_A,20191114,1455,L,1653,20467,29,-17,-17,-1,-1,19053,37867,novel_object,q3,0,140,100,5000,True,2,Bottom
20191114_1455_69-1_L_A__novel_object__q4,int_max_140,20191114_1455_69-1_L_A,20191114,1455,L,1653,20467,29,-17,-17,-1,-1,19053,37867,novel_object,q4,0,140,100,5000,True,2,Top
20191114_1455_69-1_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191114_1455_69-1_L_A,20191114,1455,L,1653,20467,29,-17,-17,-1,-1,19053,37867,open_field,q1,0,150,10,5000,False,2,Right
20191114_1455_69-1_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191114_1455_69-1_L_A,20191114,1455,L,1653,20467,29,-17,-17,-1,-1,19053,37867,open_field,q2,0,150,10,5000,False,2,Left
20191114_1455_69-1_L_A__open_field__q3,no_bg_sub_area_min_10,20191114_1455_69-1_L_A,20191114,1455,L,1653,20467,29,-17,-17,-1,-1,19053,37867,open_field,q3,0,170,10,5000,False,2,Bottom
20191114_1455_69-1_L_A__open_field__q4,no_bg_sub_area_min_10,20191114_1455_69-1_L_A,20191114,1455,L,1653,20467,29,-17,-17,-1,-1,19053,37867,open_field,q4,0,170,10,5000,False,2,Right
20191115_0954_71-1_L_A__novel_object__q1,int_max_140,20191115_0954_71-1_L_A,20191115,954,L,1611,20551,29,-16,-16,4,4,19011,37951,novel_object,q1,0,140,100,5000,True,2,Left
20191115_0954_71-1_L_A__novel_object__q2,int_max_160_area_min_25,20191115_0954_71-1_L_A,20191115,954,L,1611,20551,29,-16,-16,4,4,19011,37951,novel_object,q2,0,160,25,5000,True,2,Top
20191115_0954_71-1_L_A__novel_object__q3,int_max_140,20191115_0954_71-1_L_A,20191115,954,L,1611,20551,29,-16,-16,4,4,19011,37951,novel_object,q3,0,140,100,5000,True,2,Left
20191115_0954_71-1_L_A__novel_object__q4,int_max_140,20191115_0954_71-1_L_A,20191115,954,L,1611,20551,29,-16,-16,4,4,19011,37951,novel_object,q4,0,140,100,5000,True,2,Right
20191115_0954_71-1_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191115_0954_71-1_L_A,20191115,954,L,1611,20551,29,-16,-16,4,4,19011,37951,open_field,q1,0,150,10,5000,False,2,Top
20191115_0954_71-1_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191115_0954_71-1_L_A,20191115,954,L,1611,20551,29,-16,-16,4,4,19011,37951,open_field,q2,0,150,10,5000,False,2,Top
20191115_0954_71-1_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191115_0954_71-1_L_A,20191115,954,L,1611,20551,29,-16,-16,4,4,19011,37951,open_field,q3,0,150,10,5000,False,2,Left
20191115_0954_71-1_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191115_0954_71-1_L_A,20191115,954,L,1611,20551,29,-16,-16,4,4,19011,37951,open_field,q4,0,150,10,5000,False,2,Right
20191115_1024_72-1_R_A__novel_object__q1,int_max_160_area_min_25,20191115_1024_72-1_R_A,20191115,1024,R,1678,20722,30,-4,-4,-6,-6,19678,38722,novel_object,q1,0,160,25,5000,True,2,Right
20191115_1024_72-1_R_A__novel_object__q2,int_max_160_area_min_25,20191115_1024_72-1_R_A,20191115,1024,R,1678,20722,30,-4,-4,-6,-6,19678,38722,novel_object,q2,0,160,25,5000,True,2,Top
20191115_1024_72-1_R_A__novel_object__q3,int_max_150,20191115_1024_72-1_R_A,20191115,1024,R,1678,20722,30,-4,-4,-6,-6,19678,38722,novel_object,q3,0,150,100,5000,True,2,Bottom
20191115_1024_72-1_R_A__novel_object__q4,int_max_160_area_min_25,20191115_1024_72-1_R_A,20191115,1024,R,1678,20722,30,-4,-4,-6,-6,19678,38722,novel_object,q4,0,160,25,5000,True,2,Left
20191115_1024_72-1_R_A__open_field__q1,no_bg_sub_area_min_10,20191115_1024_72-1_R_A,20191115,1024,R,1678,20722,30,-4,-4,-6,-6,19678,38722,open_field,q1,0,170,10,5000,False,2,Bottom
20191115_1024_72-1_R_A__open_field__q2,no_bg_sub_area_min_10,20191115_1024_72-1_R_A,20191115,1024,R,1678,20722,30,-4,-4,-6,-6,19678,38722,open_field,q2,0,170,10,5000,False,2,Right
20191115_1024_72-1_R_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191115_1024_72-1_R_A,20191115,1024,R,1678,20722,30,-4,-4,-6,-6,19678,38722,open_field,q3,0,150,10,5000,False,2,Left
20191115_1024_72-1_R_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191115_1024_72-1_R_A,20191115,1024,R,1678,20722,30,-4,-4,-6,-6,19678,38722,open_field,q4,0,150,10,5000,False,2,Right
20191115_1036_80-2_L_A__novel_object__q1,int_max_160_area_min_25,20191115_1036_80-2_L_A,20191115,1036,L,1695,20721,29,-24,-24,0,0,19095,38121,novel_object,q1,0,160,25,5000,True,2,Right
20191115_1036_80-2_L_A__novel_object__q2,int_max_160_area_min_25,20191115_1036_80-2_L_A,20191115,1036,L,1695,20721,29,-24,-24,0,0,19095,38121,novel_object,q2,0,160,25,5000,True,2,Top
20191115_1036_80-2_L_A__novel_object__q3,int_max_160_area_min_25,20191115_1036_80-2_L_A,20191115,1036,L,1695,20721,29,-24,-24,0,0,19095,38121,novel_object,q3,0,160,25,5000,True,2,Right
20191115_1036_80-2_L_A__novel_object__q4,int_max_140,20191115_1036_80-2_L_A,20191115,1036,L,1695,20721,29,-24,-24,0,0,19095,38121,novel_object,q4,0,140,100,5000,True,2,Right
20191115_1036_80-2_L_A__open_field__q1,no_bg_sub_area_min_10,20191115_1036_80-2_L_A,20191115,1036,L,1695,20721,29,-24,-24,0,0,19095,38121,open_field,q1,0,170,10,5000,False,2,Top
20191115_1036_80-2_L_A__open_field__q2,default,20191115_1036_80-2_L_A,20191115,1036,L,1695,20721,29,-24,-24,0,0,19095,38121,open_field,q2,0,200,100,5000,True,2,Left
20191115_1036_80-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191115_1036_80-2_L_A,20191115,1036,L,1695,20721,29,-24,-24,0,0,19095,38121,open_field,q3,0,150,10,5000,False,2,Left
20191115_1036_80-2_L_A__open_field__q4,no_bg_sub,20191115_1036_80-2_L_A,20191115,1036,L,1695,20721,29,-24,-24,0,0,19095,38121,open_field,q4,0,170,100,5000,False,2,Right
20191115_1054_75-1_R_A__novel_object__q1,no_bg_sub_int_max_180_area_min_100,20191115_1054_75-1_R_A,20191115,1054,R,1678,20722,30,0,0,-11,-11,19678,38722,novel_object,q1,0,180,100,2000,False,2,Bottom
20191115_1054_75-1_R_A__novel_object__q2,int_max_160_area_min_25,20191115_1054_75-1_R_A,20191115,1054,R,1678,20722,30,0,0,-11,-11,19678,38722,novel_object,q2,0,160,25,5000,True,2,Bottom
20191115_1054_75-1_R_A__novel_object__q3,no_bg_sub_int_max_180_area_min_100,20191115_1054_75-1_R_A,20191115,1054,R,1678,20722,30,0,0,-11,-11,19678,38722,novel_object,q3,0,180,100,2000,False,2,Left
20191115_1054_75-1_R_A__novel_object__q4,no_bg_sub_int_max_160,20191115_1054_75-1_R_A,20191115,1054,R,1678,20722,30,0,0,-11,-11,19678,38722,novel_object,q4,0,160,150,2000,False,2,Bottom
20191115_1054_75-1_R_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191115_1054_75-1_R_A,20191115,1054,R,1678,20722,30,0,0,-11,-11,19678,38722,open_field,q1,0,150,10,5000,False,2,Top
20191115_1054_75-1_R_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191115_1054_75-1_R_A,20191115,1054,R,1678,20722,30,0,0,-11,-11,19678,38722,open_field,q2,0,150,10,5000,False,2,Bottom
20191115_1054_75-1_R_A__open_field__q3,no_bg_sub_area_min_10,20191115_1054_75-1_R_A,20191115,1054,R,1678,20722,30,0,0,-11,-11,19678,38722,open_field,q3,0,170,10,5000,False,2,Left
20191115_1054_75-1_R_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191115_1054_75-1_R_A,20191115,1054,R,1678,20722,30,0,0,-11,-11,19678,38722,open_field,q4,0,150,10,5000,False,2,Top
20191115_1113_95-1_L_A__novel_object__q1,int_max_140,20191115_1113_95-1_L_A,20191115,1113,L,1441,20382,29,-22,-22,6,6,18841,37782,novel_object,q1,0,140,100,5000,True,2,Bottom
20191115_1113_95-1_L_A__novel_object__q2,int_max_160_area_min_25,20191115_1113_95-1_L_A,20191115,1113,L,1441,20382,29,-22,-22,6,6,18841,37782,novel_object,q2,0,160,25,5000,True,2,Bottom
20191115_1113_95-1_L_A__novel_object__q3,int_max_160_area_min_25,20191115_1113_95-1_L_A,20191115,1113,L,1441,20382,29,-22,-22,6,6,18841,37782,novel_object,q3,0,160,25,5000,True,2,Bottom
20191115_1113_95-1_L_A__novel_object__q4,int_max_160_area_min_25,20191115_1113_95-1_L_A,20191115,1113,L,1441,20382,29,-22,-22,6,6,18841,37782,novel_object,q4,0,160,25,5000,True,2,Right
20191115_1113_95-1_L_A__open_field__q1,no_bg_sub_area_min_10,20191115_1113_95-1_L_A,20191115,1113,L,1441,20382,29,-22,-22,6,6,18841,37782,open_field,q1,0,170,10,5000,False,2,Top
20191115_1113_95-1_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191115_1113_95-1_L_A,20191115,1113,L,1441,20382,29,-22,-22,6,6,18841,37782,open_field,q2,0,150,10,5000,False,2,Left
20191115_1113_95-1_L_A__open_field__q3,no_bg_sub_area_min_10,20191115_1113_95-1_L_A,20191115,1113,L,1441,20382,29,-22,-22,6,6,18841,37782,open_field,q3,0,170,10,5000,False,2,Top
20191115_1113_95-1_L_A__open_field__q4,no_bg_sub_area_min_10,20191115_1113_95-1_L_A,20191115,1113,L,1441,20382,29,-22,-22,6,6,18841,37782,open_field,q4,0,170,10,5000,False,2,Right
20191115_1128_123-2_R_A__novel_object__q1,no_bg_sub,20191115_1128_123-2_R_A,20191115,1128,R,1888,22190,30,-3,-3,-9,-9,19888,40190,novel_object,q1,0,170,150,2000,False,2,Bottom
20191115_1128_123-2_R_A__novel_object__q2,int_max_150,20191115_1128_123-2_R_A,20191115,1128,R,1888,22190,30,-3,-3,-9,-9,19888,40190,novel_object,q2,0,150,100,5000,True,2,Top
20191115_1128_123-2_R_A__novel_object__q3,int_max_140,20191115_1128_123-2_R_A,20191115,1128,R,1888,22190,30,-3,-3,-9,-9,19888,40190,novel_object,q3,0,140,100,5000,True,2,Top
20191115_1128_123-2_R_A__novel_object__q4,int_max_160_area_min_25,20191115_1128_123-2_R_A,20191115,1128,R,1888,22190,30,-3,-3,-9,-9,19888,40190,novel_object,q4,0,160,25,5000,True,2,Top
20191115_1128_123-2_R_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191115_1128_123-2_R_A,20191115,1128,R,1888,22190,30,-3,-3,-9,-9,19888,40190,open_field,q1,0,150,10,5000,False,2,Left
20191115_1128_123-2_R_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191115_1128_123-2_R_A,20191115,1128,R,1888,22190,30,-3,-3,-9,-9,19888,40190,open_field,q2,0,150,10,5000,False,2,Right
20191115_1128_123-2_R_A__open_field__q3,default,20191115_1128_123-2_R_A,20191115,1128,R,1888,22190,30,-3,-3,-9,-9,19888,40190,open_field,q3,0,200,100,5000,True,2,Left
20191115_1128_123-2_R_A__open_field__q4,no_bg_sub_area_min_10,20191115_1128_123-2_R_A,20191115,1128,R,1888,22190,30,-3,-3,-9,-9,19888,40190,open_field,q4,0,170,10,5000,False,2,Top
20191115_1144_132-4-1_L_A__novel_object__q1,int_max_160_area_min_25,20191115_1144_132-4-1_L_A,20191115,1144,L,1399,20297,30,-14,-14,8,8,19399,38297,novel_object,q1,0,160,25,5000,True,2,Top
20191115_1144_132-4-1_L_A__novel_object__q2,int_max_160_area_min_25,20191115_1144_132-4-1_L_A,20191115,1144,L,1399,20297,30,-14,-14,8,8,19399,38297,novel_object,q2,0,160,25,5000,True,2,Right
20191115_1144_132-4-1_L_A__novel_object__q3,int_max_160_area_min_25,20191115_1144_132-4-1_L_A,20191115,1144,L,1399,20297,30,-14,-14,8,8,19399,38297,novel_object,q3,0,160,25,5000,True,2,Bottom
20191115_1144_132-4-1_L_A__novel_object__q4,no_bg_sub,20191115_1144_132-4-1_L_A,20191115,1144,L,1399,20297,30,-14,-14,8,8,19399,38297,novel_object,q4,0,170,150,2000,False,2,Top
20191115_1144_132-4-1_L_A__open_field__q1,default,20191115_1144_132-4-1_L_A,20191115,1144,L,1399,20297,30,-14,-14,8,8,19399,38297,open_field,q1,0,200,100,5000,True,2,Right
20191115_1144_132-4-1_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191115_1144_132-4-1_L_A,20191115,1144,L,1399,20297,30,-14,-14,8,8,19399,38297,open_field,q2,0,150,10,5000,False,2,Left
20191115_1144_132-4-1_L_A__open_field__q3,no_bg_sub_area_min_10,20191115_1144_132-4-1_L_A,20191115,1144,L,1399,20297,30,-14,-14,8,8,19399,38297,open_field,q3,0,170,10,5000,False,2,Bottom
20191115_1144_132-4-1_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191115_1144_132-4-1_L_A,20191115,1144,L,1399,20297,30,-14,-14,8,8,19399,38297,open_field,q4,0,150,10,5000,False,2,Right
20191115_1159_iCab_R_A__novel_object__q1,int_max_150,20191115_1159_iCab_R_A,20191115,1159,R,1636,20680,30,-6,-6,-9,-9,19636,38680,novel_object,q1,0,150,100,5000,True,2,NA
20191115_1159_iCab_R_A__novel_object__q2,area_min_150,20191115_1159_iCab_R_A,20191115,1159,R,1636,20680,30,-6,-6,-9,-9,19636,38680,novel_object,q2,0,200,150,5000,True,2,NA
20191115_1159_iCab_R_A__novel_object__q3,int_max_140,20191115_1159_iCab_R_A,20191115,1159,R,1636,20680,30,-6,-6,-9,-9,19636,38680,novel_object,q3,0,140,100,5000,True,2,NA
20191115_1159_iCab_R_A__novel_object__q4,int_max_140,20191115_1159_iCab_R_A,20191115,1159,R,1636,20680,30,-6,-6,-9,-9,19636,38680,novel_object,q4,0,140,100,5000,True,2,NA
20191115_1159_iCab_R_A__open_field__q1,no_bg_sub_area_min_10,20191115_1159_iCab_R_A,20191115,1159,R,1636,20680,30,-6,-6,-9,-9,19636,38680,open_field,q1,0,170,10,5000,False,2,NA
20191115_1159_iCab_R_A__open_field__q2,no_bg_sub_area_min_10,20191115_1159_iCab_R_A,20191115,1159,R,1636,20680,30,-6,-6,-9,-9,19636,38680,open_field,q2,0,170,10,5000,False,2,NA
20191115_1159_iCab_R_A__open_field__q3,no_bg_sub_area_min_10,20191115_1159_iCab_R_A,20191115,1159,R,1636,20680,30,-6,-6,-9,-9,19636,38680,open_field,q3,0,170,10,5000,False,2,NA
20191115_1159_iCab_R_A__open_field__q4,no_bg_sub_area_min_10,20191115_1159_iCab_R_A,20191115,1159,R,1636,20680,30,-6,-6,-9,-9,19636,38680,open_field,q4,0,170,10,5000,False,2,NA
20191115_1214_129-1_L_A__novel_object__q1,int_max_160_area_min_25,20191115_1214_129-1_L_A,20191115,1214,L,1526,20255,30,-15,-15,-1,-1,19526,38255,novel_object,q1,0,160,25,5000,True,2,Top
20191115_1214_129-1_L_A__novel_object__q2,int_max_160_area_min_25,20191115_1214_129-1_L_A,20191115,1214,L,1526,20255,30,-15,-15,-1,-1,19526,38255,novel_object,q2,0,160,25,5000,True,2,Left
20191115_1214_129-1_L_A__novel_object__q3,int_max_140,20191115_1214_129-1_L_A,20191115,1214,L,1526,20255,30,-15,-15,-1,-1,19526,38255,novel_object,q3,0,140,100,5000,True,2,Left
20191115_1214_129-1_L_A__novel_object__q4,int_max_160_area_min_25,20191115_1214_129-1_L_A,20191115,1214,L,1526,20255,30,-15,-15,-1,-1,19526,38255,novel_object,q4,0,160,25,5000,True,2,Left
20191115_1214_129-1_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191115_1214_129-1_L_A,20191115,1214,L,1526,20255,30,-15,-15,-1,-1,19526,38255,open_field,q1,0,150,10,5000,False,2,Top
20191115_1214_129-1_L_A__open_field__q2,no_bg_sub_area_min_10,20191115_1214_129-1_L_A,20191115,1214,L,1526,20255,30,-15,-15,-1,-1,19526,38255,open_field,q2,0,170,10,5000,False,2,Bottom
20191115_1214_129-1_L_A__open_field__q3,no_bg_sub_area_min_10,20191115_1214_129-1_L_A,20191115,1214,L,1526,20255,30,-15,-15,-1,-1,19526,38255,open_field,q3,0,170,10,5000,False,2,Left
20191115_1214_129-1_L_A__open_field__q4,no_bg_sub_area_min_10,20191115_1214_129-1_L_A,20191115,1214,L,1526,20255,30,-15,-15,-1,-1,19526,38255,open_field,q4,0,170,10,5000,False,2,Bottom
20191115_1235_117-2_R_A__novel_object__q1,int_max_160_area_min_25,20191115_1235_117-2_R_A,20191115,1235,R,1720,20512,30,-4,-4,-8,-8,19720,38512,novel_object,q1,0,160,25,5000,True,2,Left
20191115_1235_117-2_R_A__novel_object__q2,int_max_160_area_min_25,20191115_1235_117-2_R_A,20191115,1235,R,1720,20512,30,-4,-4,-8,-8,19720,38512,novel_object,q2,0,160,25,5000,True,2,Top
20191115_1235_117-2_R_A__novel_object__q3,int_max_150,20191115_1235_117-2_R_A,20191115,1235,R,1720,20512,30,-4,-4,-8,-8,19720,38512,novel_object,q3,0,150,100,5000,True,2,Top
20191115_1235_117-2_R_A__novel_object__q4,default,20191115_1235_117-2_R_A,20191115,1235,R,1720,20512,30,-4,-4,-8,-8,19720,38512,novel_object,q4,0,200,100,5000,True,2,Top
20191115_1235_117-2_R_A__open_field__q1,no_bg_sub_area_min_10,20191115_1235_117-2_R_A,20191115,1235,R,1720,20512,30,-4,-4,-8,-8,19720,38512,open_field,q1,0,170,10,5000,False,2,Right
20191115_1235_117-2_R_A__open_field__q2,no_bg_sub_area_min_10,20191115_1235_117-2_R_A,20191115,1235,R,1720,20512,30,-4,-4,-8,-8,19720,38512,open_field,q2,0,170,10,5000,False,2,Right
20191115_1235_117-2_R_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191115_1235_117-2_R_A,20191115,1235,R,1720,20512,30,-4,-4,-8,-8,19720,38512,open_field,q3,0,150,10,5000,False,2,Left
20191115_1235_117-2_R_A__open_field__q4,no_bg_sub_area_min_10,20191115_1235_117-2_R_A,20191115,1235,R,1720,20512,30,-4,-4,-8,-8,19720,38512,open_field,q4,0,170,10,5000,False,2,Top
20191115_1251_104-1_L_A__novel_object__q1,int_max_160_area_min_25,20191115_1251_104-1_L_A,20191115,1251,L,1738,20594,30,-22,-22,0,0,19738,38594,novel_object,q1,0,160,25,5000,True,2,Right
20191115_1251_104-1_L_A__novel_object__q2,int_max_160_area_min_25,20191115_1251_104-1_L_A,20191115,1251,L,1738,20594,30,-22,-22,0,0,19738,38594,novel_object,q2,0,160,25,5000,True,2,Right
20191115_1251_104-1_L_A__novel_object__q3,int_max_160_area_min_25,20191115_1251_104-1_L_A,20191115,1251,L,1738,20594,30,-22,-22,0,0,19738,38594,novel_object,q3,0,160,25,5000,True,2,Bottom
20191115_1251_104-1_L_A__novel_object__q4,int_max_160_area_min_25,20191115_1251_104-1_L_A,20191115,1251,L,1738,20594,30,-22,-22,0,0,19738,38594,novel_object,q4,0,160,25,5000,True,2,Right
20191115_1251_104-1_L_A__open_field__q1,no_bg_sub_area_min_10,20191115_1251_104-1_L_A,20191115,1251,L,1738,20594,30,-22,-22,0,0,19738,38594,open_field,q1,0,170,10,5000,False,2,Top
20191115_1251_104-1_L_A__open_field__q2,no_bg_sub_area_min_10,20191115_1251_104-1_L_A,20191115,1251,L,1738,20594,30,-22,-22,0,0,19738,38594,open_field,q2,0,170,10,5000,False,2,Left
20191115_1251_104-1_L_A__open_field__q3,no_bg_sub_area_min_10,20191115_1251_104-1_L_A,20191115,1251,L,1738,20594,30,-22,-22,0,0,19738,38594,open_field,q3,0,170,10,5000,False,2,Left
20191115_1251_104-1_L_A__open_field__q4,no_bg_sub_area_min_10,20191115_1251_104-1_L_A,20191115,1251,L,1738,20594,30,-22,-22,0,0,19738,38594,open_field,q4,0,170,10,5000,False,2,Top
20191115_1307_131-4_R_A__novel_object__q1,int_max_160_area_min_25,20191115_1307_131-4_R_A,20191115,1307,R,1553,20261,30,1,1,-7,-7,19553,38261,novel_object,q1,0,160,25,5000,True,2,Top
20191115_1307_131-4_R_A__novel_object__q2,int_max_160_area_min_25,20191115_1307_131-4_R_A,20191115,1307,R,1553,20261,30,1,1,-7,-7,19553,38261,novel_object,q2,0,160,25,5000,True,2,Right
20191115_1307_131-4_R_A__novel_object__q3,int_max_160_area_min_25,20191115_1307_131-4_R_A,20191115,1307,R,1553,20261,30,1,1,-7,-7,19553,38261,novel_object,q3,0,160,25,5000,True,2,Bottom
20191115_1307_131-4_R_A__novel_object__q4,int_max_160_area_min_25,20191115_1307_131-4_R_A,20191115,1307,R,1553,20261,30,1,1,-7,-7,19553,38261,novel_object,q4,0,160,25,5000,True,2,Top
20191115_1307_131-4_R_A__open_field__q1,no_bg_sub_area_min_10,20191115_1307_131-4_R_A,20191115,1307,R,1553,20261,30,1,1,-7,-7,19553,38261,open_field,q1,0,170,10,5000,False,2,Bottom
20191115_1307_131-4_R_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191115_1307_131-4_R_A,20191115,1307,R,1553,20261,30,1,1,-7,-7,19553,38261,open_field,q2,0,150,10,5000,False,2,Top
20191115_1307_131-4_R_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191115_1307_131-4_R_A,20191115,1307,R,1553,20261,30,1,1,-7,-7,19553,38261,open_field,q3,0,150,10,5000,False,2,Left
20191115_1307_131-4_R_A__open_field__q4,no_bg_sub_area_min_10,20191115_1307_131-4_R_A,20191115,1307,R,1553,20261,30,1,1,-7,-7,19553,38261,open_field,q4,0,170,10,5000,False,2,Top
